lact_num;avg_milk;avg_thi3
2;24.99;57.74
2;24.99;54.42
7;24.99;50.2
6;24.98;55.96
7;24.98;53.79
2;24.96;50.71
6;24.93;66.52
4;24.93;60.6
5;24.93;58.29
2;24.93;58.2
3;24.93;55.56
2;24.92;58.21
3;24.92;57.57
3;24.92;50.3
2;24.9;66.55
6;24.9;65.51
2;24.9;64.04
5;24.9;62.37
5;24.89;59.62
6;24.89;53.28
5;24.88;56.99
2;24.88;56.57
5;24.87;65.89
5;24.87;62.31
3;24.86;55.92
2;24.86;54.92
2;24.86;54.92
2;24.85;54.12
4;24.85;51.31
8;24.84;51.44
2;24.83;69.36
3;24.83;61.32
3;24.83;60.22
7;24.83;58.37
4;24.82;57.03
7;24.82;56.3
2;24.82;55.53
4;24.82;52.76
4;24.81;58.6
4;24.81;57.58
4;24.8;64.6
7;24.8;64.28
2;24.8;56.54
2;24.8;55.38
6;24.8;52.44
2;24.8;52.33
2;24.8;51.01
2;24.79;55.04
7;24.78;56.19
5;24.78;54.2
3;24.78;52.55
5;24.77;66.15
3;24.77;58.71
2;24.77;53.58
5;24.76;54.39
5;24.75;56.04
4;24.74;58.37
2;24.74;57.14
8;24.73;57.56
5;24.73;54.76
2;24.7;62.1
2;24.7;62.1
1;24.7;59.39
1;24.7;59.39
3;24.7;55.94
2;24.69;52.82
2;24.67;65.43
3;24.67;52.48
9;24.66;58.65
6;24.66;51.71
7;24.64;55.63
6;24.63;64.04
6;24.63;64.04
8;24.63;56.97
4;24.63;52.98
2;24.61;54.6
3;24.6;67.23
5;24.6;62.85
3;24.6;57.49
2;24.6;53.22
2;24.59;57.14
5;24.59;53.42
6;24.58;53
5;24.57;55.37
6;24.57;54.17
8;24.57;50.43
6;24.56;59.38
9;24.56;58.32
7;24.56;52.91
5;24.55;52.81
6;24.55;52.01
7;24.54;54.15
3;24.53;63.8
2;24.52;56.45
3;24.51;57.76
9;24.51;53.66
5;24.51;53.54
7;24.5;64.21
3;24.5;60.53
4;24.5;55.11
2;24.5;50.58
2;24.49;52.78
8;24.48;58.62
3;24.48;58.12
3;24.48;55.51
6;24.47;66.13
3;24.46;52.15
6;24.43;66.41
3;24.43;63.87
3;24.43;54.57
1;24.41;58.62
4;24.41;53.98
3;24.41;52.42
5;24.4;64.39
7;24.4;54.86
6;24.39;61.48
4;24.39;53.84
2;24.38;55.74
6;24.37;51
6;24.36;61.14
4;24.35;53.1
4;24.35;53.1
4;24.35;51.8
6;24.34;59.48
2;24.34;57.13
2;24.34;54.83
1;24.33;54.54
5;24.3;62.77
6;24.3;59.32
4;24.3;59.27
2;24.29;54.96
4;24.28;55.32
5;24.27;64.73
3;24.27;59.01
3;24.27;57.26
8;24.27;57.18
2;24.27;56.17
2;24.26;56.35
5;24.26;53.07
7;24.23;65.89
7;24.23;65.89
5;24.22;51.71
5;24.22;50.85
5;24.21;50.13
5;24.2;66.55
3;24.2;62.56
2;24.2;57.79
1;24.2;56.31
2;24.2;51.32
2;24.19;58.9
2;24.19;58.9
4;24.17;65.09
4;24.17;61.78
6;24.17;61.02
6;24.17;61.02
2;24.17;56.78
2;24.17;53.33
3;24.15;53.03
2;24.15;51.6
2;24.15;51.6
4;24.1;64.04
5;24.1;60.38
5;24.1;60.38
2;24.1;56.42
2;24.1;56.42
2;24.1;56.36
4;24.09;54.12
4;24.09;53.4
4;24.09;50.12
10;24.08;52.71
3;24.07;66.85
4;24.07;64.45
2;24.07;56.19
6;24.06;52.71
2;24.05;55.43
6;24.05;52.02
3;24.05;51.86
4;24.04;56.88
3;24.03;55.08
4;24.03;52.03
1;24.02;52.08
4;24.01;55.65
3;24.01;55.06
6;24;59.72
3;24;52.83
3;23.98;58.93
5;23.98;57.97
1;23.98;52.44
5;23.97;64.78
2;23.97;61.08
3;23.97;59.76
6;23.97;55.3
2;23.96;58.15
2;23.96;55.36
1;23.96;51.55
2;23.95;52.24
3;23.94;51.67
5;23.93;66.15
3;23.93;59.96
2;23.93;55.64
2;23.92;57.84
6;23.91;52.58
1;23.9;66.62
1;23.9;62.68
4;23.9;56.92
4;23.9;55.61
2;23.89;56.9
2;23.88;59.03
2;23.88;57.26
2;23.88;53.85
2;23.88;53.3
4;23.88;51.5
2;23.87;64.87
1;23.87;61.45
5;23.87;60.79
4;23.87;59.13
3;23.87;58.61
4;23.87;54.51
3;23.87;54.32
5;23.87;50.81
3;23.86;57.57
6;23.85;54.04
2;23.85;50.01
2;23.84;54.76
6;23.84;52.12
6;23.83;61.44
4;23.82;57.41
5;23.82;55.53
3;23.81;52.9
2;23.81;51.48
2;23.81;51.48
8;23.8;59.12
5;23.8;53.6
2;23.79;55.85
1;23.79;54.57
3;23.79;53.1
5;23.79;52.7
5;23.79;50.9
3;23.78;61.2
2;23.78;58.13
4;23.78;54.42
3;23.77;63.28
7;23.77;63.09
1;23.77;56.24
1;23.76;59.18
2;23.76;52.3
5;23.76;50.41
3;23.74;53.17
4;23.73;69.5
8;23.73;60.22
5;23.73;55.65
3;23.72;55.82
2;23.71;56.85
9;23.71;55.39
3;23.71;55.02
3;23.71;52.33
6;23.7;69.85
6;23.7;65.71
5;23.7;57.83
8;23.7;57.34
3;23.7;53.74
2;23.7;53.17
3;23.69;55.85
7;23.69;55.02
1;23.68;57.3
6;23.68;53.97
5;23.67;66.51
2;23.67;65.89
6;23.67;60.69
6;23.67;56.27
2;23.67;56.01
9;23.67;55.27
5;23.66;57.35
2;23.66;54.65
2;23.66;54.65
4;23.65;55.49
6;23.65;54.95
8;23.65;52.96
4;23.65;50.76
2;23.64;55.71
2;23.64;54.28
2;23.63;56.72
2;23.63;54.83
2;23.63;53.93
2;23.63;52.96
3;23.63;52.34
3;23.63;52.34
2;23.62;55.58
4;23.62;53
1;23.62;52.93
2;23.61;59.79
2;23.61;56.44
2;23.61;52.97
2;23.61;52.44
2;23.61;52.09
3;23.61;50.84
5;23.6;64.25
2;23.6;63.91
2;23.6;63.91
6;23.6;63.22
4;23.6;55.88
6;23.6;54.63
6;23.6;54.63
2;23.59;51.89
2;23.58;58.01
2;23.58;51.43
5;23.57;69.58
2;23.57;62.04
2;23.57;58.46
7;23.57;58.41
2;23.57;58.12
2;23.57;56.75
2;23.56;55.35
4;23.56;50.56
2;23.55;56.02
6;23.55;50.29
2;23.54;56.08
8;23.54;55.41
2;23.53;53.5
2;23.53;52.14
3;23.52;55.46
2;23.52;50.19
3;23.5;64.72
2;23.5;52.6
2;23.49;55.39
5;23.48;54.43
8;23.47;64.79
2;23.47;63.8
2;23.47;63.58
7;23.47;62.37
7;23.47;62.37
2;23.47;60.44
4;23.47;59.71
3;23.47;59.32
2;23.46;52.85
2;23.46;51.86
7;23.43;62.81
3;23.43;52.93
2;23.43;51.3
3;23.42;58.51
1;23.4;66.11
1;23.4;66.11
2;23.4;64.04
7;23.4;63.13
4;23.4;62.96
2;23.4;62.32
2;23.4;62.32
6;23.4;57.05
3;23.4;51.96
5;23.39;58.76
3;23.39;56.36
3;23.38;54.72
3;23.38;51.32
2;23.37;63.98
1;23.37;55.99
2;23.37;54.44
5;23.37;51.8
2;23.36;57.88
5;23.36;54.37
6;23.34;60.14
8;23.33;66.88
4;23.33;64.04
6;23.33;63.69
2;23.33;62.94
3;23.33;59.9
4;23.33;58.85
2;23.33;58.53
4;23.33;56.1
9;23.33;53.17
5;23.33;51.51
5;23.32;54.87
2;23.32;52.17
1;23.32;50.46
6;23.31;61.69
6;23.31;56.11
4;23.31;53.39
2;23.31;53.13
5;23.31;51.69
4;23.3;60.53
7;23.3;55.96
1;23.3;53.14
3;23.3;52.46
2;23.3;51.07
1;23.3;50.75
2;23.29;59.13
1;23.29;53.38
3;23.28;57.18
5;23.28;57.16
6;23.28;53.84
2;23.28;52.35
2;23.28;52.35
3;23.27;64.65
2;23.27;60
3;23.27;59.06
3;23.27;59.06
3;23.27;57.95
4;23.27;56.72
1;23.27;51.91
2;23.27;50.99
2;23.26;60.47
3;23.26;59.98
8;23.26;57.67
5;23.26;57.11
2;23.26;55.24
2;23.26;54.82
2;23.26;50.56
3;23.25;54.53
2;23.25;52.44
2;23.25;52.44
2;23.24;61.45
2;23.24;57.08
2;23.24;53.47
1;23.24;52.06
7;23.24;51.98
4;23.24;50.85
3;23.23;66.1
2;23.23;58.49
5;23.23;57.5
4;23.23;55.23
2;23.23;53.74
3;23.23;52.22
2;23.22;56.65
4;23.22;55.87
2;23.22;54.27
4;23.21;58.26
2;23.21;53.71
2;23.21;53.71
2;23.21;53.67
4;23.2;68.51
4;23.2;68.51
4;23.2;68.51
6;23.2;57.88
8;23.2;51.41
2;23.19;51.05
5;23.17;65.21
9;23.17;64.72
3;23.17;63.8
5;23.17;63.6
1;23.17;60.36
3;23.17;57.4
2;23.17;56.92
3;23.17;56.5
5;23.17;54.68
1;23.16;58.28
2;23.16;53.36
5;23.15;61.97
3;23.14;55.44
3;23.14;55.21
4;23.14;53.35
1;23.14;50.61
5;23.13;65.89
4;23.13;65.27
1;23.13;56.3
2;23.12;59
5;23.12;50.59
2;23.11;65.1
1;23.11;55.73
5;23.1;66.13
3;23.1;65.04
2;23.1;62.46
5;23.09;56.09
5;23.09;56.09
5;23.08;59.52
2;23.08;57.31
7;23.07;67.06
4;23.07;59.93
4;23.07;59.93
6;23.07;58.92
2;23.07;54.17
2;23.07;53.82
4;23.06;51.28
1;23.04;56.98
9;23.04;53.17
5;23.03;66.35
5;23.03;66.35
1;23.03;62.69
2;23.03;62.56
2;23.03;61.02
2;23.02;59.58
2;23.02;52.35
3;23.02;50.3
1;23.01;51.34
6;23;68.14
2;23;66.7
2;23;65.1
2;23;64.04
2;23;60.2
1;23;59.06
1;23;59.06
3;23;55.27
3;23;55.27
5;23;55.16
8;23;51.89
1;22.99;57.79
6;22.99;57.17
2;22.99;54.42
7;22.99;52.5
2;22.98;60.17
5;22.98;52.19
4;22.97;67.83
2;22.97;66.16
2;22.97;66.16
2;22.97;60.73
4;22.97;59.18
2;22.97;53.45
3;22.96;53.49
3;22.96;53.18
2;22.96;52.29
6;22.96;52.15
4;22.95;50.64
2;22.94;57.41
2;22.94;57.41
4;22.94;57.35
5;22.94;55.63
1;22.94;55.24
2;22.94;55
2;22.94;52.12
9;22.92;54.18
2;22.92;50.41
2;22.91;61.88
2;22.91;54.51
4;22.9;65.31
6;22.9;62.97
7;22.9;61.97
2;22.9;61.75
6;22.9;61.23
6;22.9;61.23
2;22.9;60.36
7;22.9;59.81
2;22.9;58.47
6;22.9;54.28
2;22.9;53.26
4;22.89;58.17
5;22.89;56.68
8;22.89;52.15
4;22.88;61.78
5;22.88;59.28
1;22.88;55.91
4;22.88;52.52
3;22.87;65.14
5;22.87;59.04
1;22.87;51.95
1;22.86;57.18
1;22.86;57.18
6;22.86;52.27
6;22.86;52.27
3;22.86;51.35
3;22.86;51.35
2;22.84;58.18
4;22.84;54.72
6;22.83;62.92
1;22.83;60.67
2;22.83;53.29
2;22.83;50.34
2;22.83;50.34
1;22.82;52.85
1;22.82;52.85
5;22.81;53.94
5;22.81;52.92
7;22.81;51.15
3;22.81;50.34
3;22.8;66.29
2;22.8;66.21
4;22.8;61.9
2;22.8;58.54
2;22.8;52.29
5;22.79;53.42
5;22.78;56.32
1;22.78;54.95
1;22.78;54.95
6;22.77;63.15
3;22.76;56.97
7;22.76;56.01
3;22.76;53.08
2;22.75;60.59
6;22.75;50.62
1;22.74;57.18
6;22.74;56.42
3;22.74;55.01
3;22.74;55.01
2;22.74;53.5
9;22.74;52.19
1;22.73;69.74
5;22.73;64.42
4;22.73;60.78
4;22.73;56.86
4;22.73;55.28
1;22.73;53.66
2;22.73;52.85
5;22.73;52.69
5;22.72;58.53
4;22.72;57.81
2;22.72;54.71
4;22.71;57.89
5;22.71;51.84
1;22.7;62.37
7;22.7;59.45
2;22.7;56.92
3;22.7;53.45
1;22.7;52.44
2;22.7;50.2
5;22.69;57.88
3;22.69;52.49
4;22.68;54.06
1;22.68;52.72
4;22.68;52.25
1;22.67;67.26
6;22.67;61.2
2;22.67;58.16
2;22.67;58.16
4;22.67;53.64
2;22.67;50.23
3;22.66;53.3
5;22.64;54.91
5;22.64;54.91
2;22.64;50.94
4;22.64;50.05
4;22.64;50.05
5;22.63;67.3
6;22.63;63.36
8;22.63;62
7;22.63;58.76
5;22.63;58.75
4;22.63;58.47
6;22.63;56.75
3;22.63;54.08
2;22.62;62.14
4;22.62;55.16
1;22.62;53.54
1;22.62;53.54
3;22.62;51.71
1;22.61;59.11
5;22.61;58.48
2;22.61;55.82
10;22.61;53.69
10;22.61;53.69
4;22.61;52.59
8;22.61;50.88
7;22.6;69.88
2;22.6;67.28
1;22.6;62.67
1;22.6;62.67
3;22.6;61.74
8;22.6;61.71
5;22.6;58.61
5;22.6;58.61
2;22.6;55.87
2;22.6;52.67
5;22.6;50.48
3;22.59;55.86
5;22.59;53.33
5;22.59;53.33
2;22.58;53.1
2;22.58;53.1
5;22.58;52.19
2;22.57;66.44
3;22.57;65.79
5;22.57;60.59
3;22.57;60.11
3;22.57;60.11
3;22.57;60.11
6;22.57;56.03
3;22.57;53.29
4;22.57;52.6
4;22.57;52.6
2;22.57;52.26
1;22.57;51.35
2;22.56;56.48
2;22.56;56.48
5;22.56;55.98
2;22.56;53.88
5;22.56;51.99
5;22.56;51.99
4;22.56;51.43
1;22.56;50.83
1;22.56;50.83
8;22.55;53.6
6;22.55;53.12
3;22.55;50.83
2;22.54;65.19
5;22.54;59.35
4;22.54;57.92
3;22.54;52.72
3;22.53;65.87
3;22.53;61.94
1;22.53;60.27
2;22.53;53.05
6;22.52;54.32
4;22.51;56.76
4;22.5;60.38
4;22.5;58.43
4;22.5;58.15
4;22.5;57.16
5;22.49;55.87
5;22.49;55.87
4;22.49;52.75
1;22.48;60.11
2;22.48;54.15
4;22.48;52.49
3;22.48;51.13
2;22.47;66.18
4;22.47;62.59
2;22.47;61.83
4;22.47;59.23
5;22.47;56.14
2;22.47;55.4
2;22.47;51.89
6;22.47;51.52
2;22.46;60.91
1;22.46;54.05
2;22.45;55.63
3;22.44;61.57
2;22.44;57.03
4;22.44;53.49
4;22.43;66.7
4;22.43;66.7
7;22.43;60.54
7;22.43;60.34
5;22.43;57.42
6;22.43;56.03
3;22.43;54.6
6;22.43;52.58
5;22.42;58.44
4;22.42;56.91
2;22.42;52.16
1;22.41;54.97
2;22.41;53.84
4;22.41;52.36
6;22.4;58.97
1;22.4;53.37
2;22.4;52.71
1;22.4;50.23
5;22.39;56.16
2;22.38;56.62
2;22.38;54.55
3;22.37;61.76
2;22.37;58.75
3;22.37;53.86
3;22.36;55.54
6;22.36;51.74
6;22.35;64.94
2;22.35;57.85
1;22.35;52.98
4;22.33;62.43
3;22.33;61.15
3;22.33;61.15
2;22.33;56.37
2;22.33;56.25
5;22.33;55.98
5;22.33;55.98
5;22.33;55.8
7;22.33;51.99
3;22.32;52.94
2;22.32;51.16
3;22.31;55.47
7;22.3;68.44
7;22.3;67.6
7;22.3;67.6
7;22.3;67.6
2;22.3;65.82
4;22.3;65.05
1;22.3;64.19
2;22.3;63.13
2;22.3;60.4
5;22.3;57.2
2;22.3;55.48
6;22.3;54.82
5;22.3;53.39
6;22.29;59.22
3;22.28;53.76
2;22.27;68.56
2;22.27;68.56
2;22.27;59.36
2;22.27;56.55
2;22.27;56.55
7;22.27;54.25
3;22.27;54.22
1;22.27;52.85
5;22.27;51.78
3;22.26;58.88
2;22.26;57.51
3;22.26;56.27
3;22.26;54.38
5;22.26;54.18
4;22.26;50.6
3;22.25;56.63
1;22.25;50.77
1;22.24;58.29
2;22.24;55.15
5;22.23;63.21
7;22.23;59.12
10;22.23;58.89
5;22.23;52.13
3;22.23;52.02
5;22.22;54.11
5;22.22;53.62
4;22.22;50.63
4;22.21;58.15
5;22.21;50.05
2;22.2;65.22
9;22.2;63.63
1;22.2;61.46
2;22.2;57.35
2;22.2;57.35
4;22.2;56.83
3;22.2;56.41
5;22.2;53.84
2;22.2;51.15
2;22.19;55.5
5;22.19;54.42
6;22.19;53.5
2;22.19;53.35
2;22.19;51.11
6;22.19;50.82
6;22.19;50.82
3;22.18;52.52
5;22.18;52.4
4;22.17;69.36
4;22.17;69.36
1;22.17;58.67
1;22.17;58.34
1;22.17;56.63
2;22.17;56.29
6;22.17;54.7
6;22.17;54.7
1;22.17;54.29
3;22.16;58.19
2;22.16;55.01
2;22.15;55.46
4;22.13;65.29
3;22.13;64.57
7;22.13;63.32
4;22.13;62.96
4;22.13;59.895
5;22.13;55.39
2;22.13;50.75
4;22.12;53.93
3;22.11;59.16
1;22.11;57.45
1;22.11;55.91
4;22.11;51.92
2;22.1;62.52
8;22.1;58.95
6;22.1;56.81
1;22.1;56.19
2;22.1;50.1
3;22.09;54.94
2;22.09;54.14
3;22.09;52.73
3;22.08;54.36
3;22.08;53.75
4;22.08;52.71
5;22.08;50.52
5;22.08;50.52
2;22.07;69.23
5;22.07;66.53
3;22.07;65.4
1;22.07;62.54
5;22.07;59.52
2;22.07;52.43
4;22.06;55.44
3;22.06;53.9
2;22.04;58.39
4;22.03;60.9
2;22.03;54.46
2;22.03;52.46
2;22.03;52.46
2;22.02;60.24
3;22.02;54.92
6;22.02;51.44
2;22.01;58.96
2;22.01;58.96
1;22.01;55.04
1;22;67.65
5;22;63.62
3;22;52.35
3;22;50.45
2;21.99;58.1
5;21.99;55.95
1;21.99;54.57
7;21.98;58.63
4;21.98;52.34
8;21.97;67.97
8;21.97;67.6
9;21.97;65.51
6;21.97;64.02
6;21.97;64.02
1;21.97;63.81
6;21.97;61.61
6;21.97;60.88
1;21.97;59.39
1;21.97;59.27
1;21.97;59.27
2;21.97;57.61
2;21.97;54.85
2;21.97;52.83
8;21.97;51.93
5;21.97;51.9
4;21.97;50.8
4;21.96;60.16
6;21.96;56.76
2;21.96;54.53
2;21.95;53.64
5;21.95;51.74
2;21.94;59.71
2;21.94;57.09
2;21.94;55.85
5;21.93;58.75
4;21.93;55.9
2;21.93;55.23
5;21.93;53.43
3;21.93;53.11
5;21.91;54.95
6;21.91;50.87
1;21.9;66.4
2;21.9;65.89
2;21.9;61.38
2;21.9;57.95
5;21.9;57.9
9;21.9;55.01
5;21.9;53.94
2;21.9;52.49
2;21.89;57.24
5;21.89;55.05
6;21.89;53.34
6;21.89;53.34
8;21.89;52.98
2;21.88;57.73
2;21.88;57.73
4;21.88;55.52
2;21.88;55.38
3;21.88;54.05
2;21.87;66.01
4;21.87;62.92
3;21.87;60.52
2;21.87;58.53
2;21.87;57.65
2;21.87;57.65
3;21.87;54.37
4;21.87;52.55
7;21.87;51.01
7;21.87;51.01
2;21.86;58.76
2;21.86;58.76
5;21.86;58.57
1;21.85;59.61
8;21.85;57.45
8;21.85;56.69
7;21.85;54.25
2;21.85;51.27
2;21.84;56.84
2;21.84;50.42
3;21.83;60.47
2;21.83;54.82
2;21.83;54.82
3;21.83;52.6
2;21.83;52.51
3;21.82;55.88
2;21.82;54.79
3;21.82;53.55
2;21.82;50.8
6;21.81;61.28
3;21.81;55.63
2;21.81;54.98
4;21.81;54.42
5;21.81;52.56
2;21.8;66.68
2;21.8;66.68
4;21.8;64.54
4;21.8;64.18
7;21.8;64.14
10;21.8;57.51
6;21.8;57.38
2;21.8;57.13
1;21.8;54.32
2;21.8;53.7
5;21.8;53.55
5;21.8;51.11
1;21.79;57.84
4;21.79;56.34
2;21.79;54.4
2;21.79;54.4
2;21.79;54.21
5;21.79;52.82
2;21.78;60.25
3;21.78;57.34
3;21.77;67.58
2;21.77;61.22
2;21.77;60.89
4;21.77;59.91
2;21.77;55.93
5;21.77;53.36
2;21.77;52.75
7;21.76;58.42
4;21.76;57.79
6;21.76;51.96
1;21.75;63.14
2;21.74;55.8
2;21.74;52.56
7;21.74;50.52
3;21.73;60.07
2;21.73;53.5
1;21.73;52.66
2;21.72;57.9
2;21.72;56.63
2;21.72;55.61
4;21.72;53.5
5;21.72;53.19
2;21.71;61.08
2;21.71;61.08
3;21.71;60.34
4;21.71;57.66
3;21.71;53.59
2;21.71;51.63
4;21.7;65.79
2;21.7;65.71
2;21.7;63.8
2;21.7;61.18
5;21.7;59.69
6;21.7;55.24
6;21.7;53.97
2;21.7;53.15
2;21.7;52.8
4;21.7;52.51
3;21.7;50.95
3;21.7;50.95
2;21.7;50.43
6;21.69;62.12
8;21.69;56.62
2;21.69;54.55
6;21.69;53.62
2;21.69;51.9
3;21.69;51.79
3;21.68;56.77
2;21.68;55.97
2;21.68;53.17
5;21.67;63.21
3;21.67;62.52
5;21.67;62.08
5;21.67;61.96
5;21.67;61.96
3;21.67;61.6
3;21.67;61.6
4;21.67;61.23
2;21.67;57.94
4;21.67;57.12
2;21.67;55.72
2;21.67;50.46
2;21.67;50.46
1;21.66;62.11
2;21.66;59.88
2;21.66;58.95
3;21.66;57.22
6;21.66;52.47
1;21.65;55.88
2;21.65;54.99
2;21.64;57.67
5;21.64;55.8
5;21.64;54.76
9;21.64;50.33
2;21.63;69.17
4;21.63;65.4
9;21.63;62.07
2;21.63;56.74
2;21.63;56.55
1;21.63;55.9
6;21.63;54.04
9;21.63;50
2;21.62;57.35
2;21.61;56.88
4;21.61;56
1;21.61;51.86
2;21.6;68.69
2;21.6;68.69
3;21.6;68.25
2;21.6;66.21
2;21.6;65.9
4;21.6;65.1
2;21.6;59.93
1;21.6;59.5
1;21.6;59.45
1;21.6;59.45
2;21.6;58.89
2;21.6;58.89
4;21.6;58.72
1;21.6;57.05
2;21.6;55.67
2;21.6;55.67
5;21.6;55.42
2;21.6;53.21
2;21.6;52.74
4;21.59;61
5;21.59;53.06
2;21.59;51.41
2;21.58;60.34
1;21.58;56.91
5;21.58;54.91
4;21.58;54.89
2;21.58;54.32
3;21.58;53.91
4;21.57;63.63
2;21.57;59.81
2;21.57;54.27
2;21.57;54.25
8;21.57;52.56
2;21.57;51.1
4;21.56;56.99
1;21.55;57.48
6;21.55;54.83
10;21.55;54.68
4;21.54;57.7
2;21.54;57.48
3;21.54;56.68
4;21.53;64.58
5;21.53;62.98
5;21.53;60.88
6;21.53;59.91
6;21.53;59.91
6;21.53;59.91
6;21.53;59.91
2;21.53;56.74
2;21.53;56.26
6;21.52;55.89
6;21.52;53.69
4;21.52;52.85
2;21.52;51.45
1;21.52;51.38
1;21.51;56.99
3;21.51;56.08
4;21.51;53.72
6;21.51;52.96
1;21.51;50.42
2;21.5;67.34
2;21.5;62.43
3;21.5;58.89
4;21.5;56.01
2;21.5;52.93
1;21.5;50.95
1;21.49;51.31
1;21.49;51.31
3;21.48;57.27
4;21.48;55.19
6;21.47;69.7
3;21.47;67.9
1;21.47;65.79
1;21.47;65.79
4;21.47;59.58
3;21.47;58.45
4;21.47;57.38
5;21.47;56.45
1;21.47;54.86
4;21.46;56.5
2;21.45;57.06
4;21.45;55.99
7;21.45;50.54
1;21.44;56.67
1;21.44;54.9
4;21.44;54.37
5;21.44;52.92
6;21.44;50.9
5;21.44;50.03
3;21.43;66.61
9;21.43;55.25
4;21.43;54.19
5;21.43;51.76
4;21.42;59.19
3;21.42;54.81
3;21.42;54.62
6;21.42;53.9
2;21.42;51.65
2;21.42;51.65
2;21.41;54.43
3;21.41;53.44
2;21.4;69.18
2;21.4;68.36
2;21.4;68.21
2;21.4;68.21
1;21.4;64.8
5;21.4;64.23
2;21.4;60.85
2;21.4;55.91
1;21.4;51.49
1;21.4;51.37
7;21.4;50.71
4;21.4;50.16
2;21.39;64.53
2;21.39;59.26
4;21.39;58.86
3;21.39;57.49
5;21.39;57.04
4;21.39;52.94
1;21.39;51.17
5;21.38;57.67
2;21.38;54.57
3;21.38;53.23
4;21.38;51.05
4;21.38;50.7
6;21.38;50.11
2;21.37;68.93
7;21.37;65.82
4;21.37;64.12
8;21.37;62.91
2;21.37;59.04
2;21.37;58.66
5;21.37;54.7
7;21.36;56.55
7;21.36;55.55
2;21.36;54.56
2;21.36;51.79
3;21.35;63.62
2;21.35;56.5
2;21.34;62.84
4;21.34;53.45
2;21.33;64.78
3;21.33;62.91
9;21.33;57.85
1;21.33;54.95
5;21.33;51.44
2;21.33;51.32
4;21.33;51.16
3;21.33;50.24
2;21.33;50.03
2;21.32;58.21
2;21.32;54.62
2;21.31;62.15
6;21.31;57.51
2;21.31;55.61
4;21.31;50.36
2;21.31;50.19
3;21.3;69.75
2;21.3;67.01
3;21.3;65.24
7;21.3;63.08
4;21.3;62.25
2;21.3;62.12
2;21.3;62.12
6;21.3;61.36
4;21.3;60.71
6;21.3;55.61
2;21.3;54.41
3;21.3;53.02
4;21.3;52.62
4;21.29;56.95
7;21.28;57.65
7;21.28;57.65
2;21.28;56.13
2;21.28;56.13
2;21.28;55.14
2;21.28;53.85
4;21.28;52.37
4;21.27;64.24
3;21.27;60.5
9;21.27;56.21
5;21.27;54.26
2;21.27;53.81
2;21.27;53.81
2;21.27;53.81
2;21.27;53.58
2;21.27;52.67
7;21.26;56.81
1;21.26;53.29
4;21.26;51.28
5;21.25;53.79
3;21.24;59.65
6;21.24;57.91
2;21.24;51.39
2;21.23;67.6
2;21.23;66.55
2;21.23;65.36
3;21.23;63.56
6;21.23;61.24
8;21.23;61.07
1;21.23;58.39
2;21.23;55.25
5;21.23;54.65
4;21.22;57.2
1;21.22;56.91
7;21.22;55.86
2;21.22;55.66
6;21.22;51.5
6;21.22;51.5
2;21.21;61.28
2;21.21;56.59
2;21.21;55.53
2;21.21;51.02
2;21.2;68.51
4;21.2;66.63
4;21.2;66.63
7;21.2;65.9
7;21.2;65.9
4;21.2;60.92
5;21.2;60.81
7;21.2;59.13
4;21.2;54.72
7;21.2;54.43
1;21.2;53.33
2;21.2;50.59
2;21.19;57.5
4;21.19;55.06
5;21.19;53.5
1;21.19;53.38
3;21.19;51.96
3;21.19;51.88
1;21.19;51.44
4;21.19;50.81
1;21.18;61.66
3;21.18;58.82
1;21.18;56.57
5;21.18;56.54
6;21.18;55.99
1;21.18;55.9
1;21.18;53.14
2;21.18;52.5
1;21.18;52.28
7;21.18;52.16
3;21.18;50.91
1;21.18;50.2
1;21.18;50.2
2;21.17;57.4
2;21.17;57.4
2;21.17;56.72
2;21.17;51.78
9;21.17;51.09
3;21.16;54.13
5;21.16;53.26
2;21.16;52.81
2;21.16;52.73
2;21.16;52.73
9;21.16;51.99
3;21.16;50.46
1;21.15;53.69
3;21.15;52.62
3;21.15;52.62
2;21.15;50.79
4;21.14;59.29
2;21.14;56.54
2;21.14;55.26
7;21.14;53.75
7;21.14;53.75
2;21.13;67.16
2;21.13;63.39
2;21.13;62.77
2;21.13;62.77
6;21.13;61.74
3;21.13;59.78
8;21.13;59.15
2;21.13;58.76
2;21.13;58.28
4;21.13;57.14
3;21.13;56.57
1;21.13;53.37
2;21.13;52.93
2;21.13;52.93
3;21.13;50.75
4;21.12;55.58
4;21.12;55.58
4;21.12;52.84
3;21.12;52.83
2;21.12;51.45
2;21.12;51.45
3;21.12;51.14
2;21.11;60.97
8;21.11;58.12
1;21.11;56.11
2;21.11;56
2;21.11;55.14
1;21.11;54.75
1;21.11;53.47
2;21.1;64.42
2;21.1;64.42
6;21.1;63.89
1;21.1;63.76
1;21.1;63.46
1;21.1;61.08
5;21.1;60.73
3;21.1;60.44
5;21.1;59.93
5;21.1;58.17
3;21.1;57.76
2;21.1;53.85
2;21.1;53.12
1;21.1;50.7
4;21.09;60.09
7;21.09;60.07
2;21.09;55.15
2;21.09;51.12
2;21.09;50.88
2;21.08;51.79
5;21.08;50.98
4;21.07;64.51
3;21.07;60.27
5;21.07;59.87
2;21.07;59.15
5;21.07;58.84
1;21.07;58.57
2;21.07;58.07
2;21.07;56.75
4;21.07;55.85
3;21.07;54.21
2;21.07;53.59
2;21.07;52.05
4;21.06;55.96
4;21.06;55.96
