lact_num;avg_milk;avg_thi3
3;18.8;69.04
5;18.8;68.36
2;18.8;68.26
2;18.8;68.26
5;18.8;67.96
3;18.8;67.94
5;18.8;66.9
5;18.8;66.9
6;18.8;65.82
2;18.8;65.32
3;18.8;63.33
4;18.8;63.21
1;18.8;62.97
2;18.8;62.08
2;18.8;60.02
2;18.8;59.88
2;18.8;59.88
2;18.8;58.92
1;18.8;56.41
1;18.8;56.41
5;18.8;55.94
5;18.8;55.24
2;18.8;54.92
1;18.8;53.78
1;18.8;51.14
2;18.79;58.02
2;18.79;58.02
2;18.79;54.78
4;18.79;53.26
2;18.78;57.5
3;18.78;53.93
1;18.78;52.99
4;18.77;68.62
1;18.77;66.86
2;18.77;66.4
6;18.77;66.2
2;18.77;66.1
3;18.77;65.65
1;18.77;65.52
7;18.77;64.91
1;18.77;61.42
1;18.77;60.78
1;18.77;59.91
2;18.77;56.53
2;18.77;56.07
2;18.77;56.07
5;18.77;55.48
7;18.77;54.98
2;18.77;53.63
2;18.77;52.16
2;18.76;58.47
2;18.76;58.47
1;18.76;56.76
2;18.76;55.76
2;18.76;55.76
4;18.76;55.69
2;18.76;53.01
1;18.76;52.15
6;18.76;52.01
9;18.75;57.44
6;18.75;55.01
1;18.75;54.24
3;18.75;50.71
2;18.75;50.56
2;18.74;66.16
3;18.74;53.81
1;18.74;53.22
9;18.74;53.17
1;18.73;67.9
1;18.73;66.37
2;18.73;64.72
2;18.73;64.39
6;18.73;63.34
2;18.73;62.89
3;18.73;62.19
6;18.73;60.77
1;18.73;60.59
2;18.73;60.39
5;18.73;59.11
3;18.73;59.06
1;18.73;57.27
1;18.73;57.27
1;18.73;55.83
2;18.73;54.87
3;18.73;54.63
3;18.73;54.63
3;18.73;53.63
2;18.73;53.32
2;18.73;53.32
2;18.73;52.99
6;18.73;52.83
1;18.73;51.62
3;18.72;61
1;18.72;59.79
2;18.72;58.68
2;18.72;54.44
2;18.72;51.47
1;18.71;59.37
2;18.71;59.24
2;18.71;59.08
2;18.71;58.36
5;18.71;57.11
2;18.71;54.17
4;18.71;53.39
3;18.71;53.09
2;18.71;51.48
1;18.7;69.45
4;18.7;68.57
1;18.7;67.53
1;18.7;67.28
9;18.7;67.02
4;18.7;66.45
1;18.7;65.65
3;18.7;64.47
1;18.7;63.66
5;18.7;63.28
5;18.7;63.09
6;18.7;61.96
1;18.7;61.86
4;18.7;61.64
2;18.7;61.6
2;18.7;61.6
8;18.7;61.5
5;18.7;61.42
4;18.7;61.24
4;18.7;61.24
6;18.7;61.22
7;18.7;60.93
1;18.7;60.85
2;18.7;60.78
1;18.7;59.12
1;18.7;58.44
6;18.7;57.31
2;18.7;56.58
4;18.7;55.55
5;18.7;54.51
1;18.7;54.17
4;18.7;51.65
2;18.69;58.87
2;18.69;55.33
2;18.69;55.21
4;18.69;53
2;18.69;52.84
2;18.69;52.39
1;18.69;51.22
1;18.69;50.56
1;18.68;58.1
1;18.68;58.1
2;18.68;52.64
2;18.68;50.21
2;18.67;69.33
2;18.67;68.82
6;18.67;68.03
2;18.67;66.23
6;18.67;65.71
1;18.67;65.4
8;18.67;64.68
1;18.67;63.86
4;18.67;63.06
2;18.67;62.89
1;18.67;62.07
2;18.67;61.83
2;18.67;61.83
6;18.67;61.8
5;18.67;61.59
5;18.67;61.59
5;18.67;60.78
2;18.67;60.71
2;18.67;60.5
2;18.67;60.5
2;18.67;60.5
1;18.67;60.11
2;18.67;59.18
2;18.67;58.32
2;18.67;57.75
5;18.67;57.26
7;18.67;56
3;18.67;55.93
1;18.67;55.89
3;18.67;55.4
2;18.67;53.18
3;18.66;61.52
1;18.66;59.17
1;18.66;59.17
2;18.66;55.22
2;18.66;55.22
1;18.66;54.78
4;18.66;54.36
2;18.66;53.37
10;18.65;60.21
2;18.65;57.53
1;18.65;50.25
3;18.64;56.13
8;18.64;54.68
8;18.64;54.5
2;18.64;52.89
2;18.64;52.68
1;18.64;50.31
6;18.63;69.04
7;18.63;67.26
10;18.63;66.02
1;18.63;64.95
1;18.63;64.95
6;18.63;64.82
3;18.63;63.97
3;18.63;63.97
3;18.63;63.73
6;18.63;63.49
6;18.63;63.49
4;18.63;63.2
3;18.63;60.88
3;18.63;60.64
4;18.63;60.46
3;18.63;59.93
3;18.63;59.22
3;18.63;58.77
3;18.63;58.57
2;18.63;58.52
1;18.63;57.21
1;18.63;57.21
8;18.63;56.8
5;18.63;56.63
7;18.63;56.54
7;18.63;56.54
2;18.63;56.13
1;18.63;55.01
1;18.63;54.95
1;18.63;53.92
1;18.63;53.92
1;18.63;53.92
1;18.63;52.61
1;18.63;52.51
4;18.63;50.86
3;18.63;50.24
3;18.62;55.07
2;18.62;54.03
2;18.62;53.31
2;18.62;53.31
2;18.62;53.31
1;18.61;56.4
1;18.61;56.4
1;18.61;56.35
2;18.61;55.51
2;18.61;55.51
1;18.61;54.37
1;18.61;54.37
3;18.61;53.67
2;18.61;52
2;18.61;50.16
6;18.6;67.3
3;18.6;66.9
3;18.6;65.21
1;18.6;64.52
5;18.6;64.49
1;18.6;64.44
5;18.6;64.44
5;18.6;64.19
4;18.6;64.15
1;18.6;62.91
1;18.6;62.64
8;18.6;62.03
3;18.6;61.92
3;18.6;60.97
3;18.6;60.97
4;18.6;60.84
1;18.6;60.77
1;18.6;59.58
4;18.6;58.96
6;18.6;58.79
2;18.6;58.47
1;18.6;56.59
1;18.6;56.59
1;18.6;56.4
1;18.6;55.89
1;18.6;55.89
1;18.6;55.06
4;18.6;54.8
2;18.6;54.15
2;18.6;53.52
2;18.6;50.97
2;18.6;50.97
7;18.59;58.99
2;18.59;57.48
1;18.59;57.4
1;18.59;57.21
3;18.59;55.15
2;18.59;53.13
2;18.58;55.35
3;18.58;53.3
3;18.58;50.82
1;18.58;50.49
2;18.58;50.49
1;18.57;66.12
1;18.57;65.42
1;18.57;64.91
6;18.57;64.8
4;18.57;64.44
3;18.57;64.08
5;18.57;64.03
3;18.57;63.58
6;18.57;63.48
2;18.57;61.67
5;18.57;61.61
5;18.57;61.43
5;18.57;60.67
4;18.57;60.37
4;18.57;60.37
2;18.57;59.89
1;18.57;57.16
2;18.57;57.02
1;18.57;56.86
6;18.57;56.57
3;18.57;56.19
1;18.57;53.59
2;18.57;52.49
2;18.56;60.9
1;18.56;55.77
7;18.56;55.72
2;18.56;55.27
1;18.56;54.63
1;18.56;54.63
1;18.56;54.63
1;18.56;54.55
4;18.56;54.4
5;18.56;54.12
3;18.56;51.83
2;18.55;58.61
3;18.55;57.45
2;18.55;55.11
2;18.55;53.34
1;18.54;57.68
6;18.54;57.13
2;18.54;56.62
1;18.54;54.71
2;18.54;54.02
2;18.53;65.91
2;18.53;64.57
5;18.53;62.92
2;18.53;61.85
1;18.53;60.81
1;18.53;60.8
1;18.53;60.8
1;18.53;60.78
5;18.53;60.44
2;18.53;59.86
1;18.53;58.52
2;18.53;58.45
2;18.53;56.62
2;18.53;56.34
1;18.53;55.76
1;18.53;55.43
2;18.53;55.2
2;18.53;53.9
2;18.53;53.9
5;18.53;52.75
3;18.53;51.39
1;18.52;60.07
1;18.52;58.14
2;18.52;54.86
4;18.52;53.29
2;18.52;52.93
7;18.52;52.52
1;18.52;51.61
3;18.52;51.3
1;18.52;51.21
2;18.51;57.62
1;18.51;56.63
2;18.51;56.48
2;18.51;56.48
2;18.51;56.2
1;18.51;55.9
3;18.51;55.7
4;18.51;54.3
2;18.51;54.19
2;18.51;54.06
2;18.51;53.46
2;18.51;53.46
1;18.51;52.48
3;18.5;69.73
3;18.5;67.3
6;18.5;66.5
2;18.5;65.02
3;18.5;63.76
5;18.5;63.56
2;18.5;62.97
2;18.5;62.74
2;18.5;62.74
3;18.5;62.57
3;18.5;62.29
2;18.5;61.77
5;18.5;61.22
1;18.5;60.05
3;18.5;59.53
2;18.5;57.82
3;18.5;57.08
1;18.5;56.63
2;18.5;56.55
2;18.5;56.55
1;18.5;56.12
3;18.5;54.86
2;18.5;53.73
2;18.5;53.73
1;18.5;51.82
1;18.5;50.81
1;18.49;58.49
2;18.49;57.42
3;18.49;56.24
4;18.49;53.47
1;18.49;52.3
1;18.49;52.15
2;18.49;51.52
4;18.49;51.39
1;18.48;58.43
6;18.48;57.84
4;18.48;56.33
4;18.48;53.85
2;18.48;53.75
2;18.48;53.7
4;18.48;53.27
2;18.48;50.13
3;18.47;69.83
6;18.47;67.55
6;18.47;67.14
5;18.47;66.95
5;18.47;66.11
2;18.47;65.39
2;18.47;65.39
1;18.47;63.69
2;18.47;63.48
2;18.47;63.48
2;18.47;62.84
1;18.47;62.2
2;18.47;61.15
2;18.47;58.69
2;18.47;56.54
2;18.47;56.54
2;18.47;55.67
6;18.47;54.83
1;18.47;53.36
4;18.47;50.92
2;18.47;50.74
2;18.47;50.34
1;18.46;53.81
2;18.46;52.27
1;18.45;56.05
2;18.45;50.5
2;18.45;50.23
2;18.44;60.03
1;18.44;57.36
1;18.44;55.14
2;18.44;54.74
1;18.44;54.61
1;18.44;54.4
2;18.44;52.74
2;18.44;51.72
7;18.44;51.26
5;18.44;50.99
5;18.43;68.62
5;18.43;67.71
5;18.43;66.11
2;18.43;65.28
2;18.43;64.36
7;18.43;63.94
7;18.43;63.09
3;18.43;62.98
1;18.43;62.47
4;18.43;62.04
6;18.43;61.87
4;18.43;61.57
9;18.43;61.54
2;18.43;60.27
3;18.43;59.36
6;18.43;59.25
4;18.43;54.43
2;18.43;54.34
2;18.43;54.34
2;18.43;53.72
7;18.43;52.75
2;18.43;50.99
7;18.43;50.67
1;18.42;62.25
1;18.42;57.64
3;18.42;57.34
6;18.42;57.05
2;18.42;55.61
2;18.42;55.45
2;18.42;55.45
4;18.42;54.7
1;18.42;54.19
1;18.42;54.19
2;18.42;51.74
5;18.42;51.66
1;18.42;50.82
2;18.42;50.44
1;18.42;50.11
2;18.41;59.16
1;18.41;57.23
3;18.41;57.02
2;18.41;56.76
3;18.41;55.65
1;18.41;55.62
2;18.41;55.56
2;18.41;54.77
1;18.41;53.69
1;18.41;52.88
1;18.41;52.88
2;18.41;50.9
3;18.41;50.8
2;18.4;69.54
3;18.4;65.75
5;18.4;64.57
2;18.4;64.55
2;18.4;64.55
2;18.4;64.08
3;18.4;63.94
2;18.4;63.61
1;18.4;63.42
2;18.4;62.92
1;18.4;62.82
6;18.4;62.51
5;18.4;61.98
2;18.4;61.55
2;18.4;61.55
6;18.4;60.87
6;18.4;60.43
2;18.4;59.84
1;18.4;58.98
5;18.4;57.74
1;18.4;57.16
2;18.4;56.49
8;18.4;55.91
1;18.4;55.16
4;18.4;54.53
2;18.4;54.23
3;18.4;54.13
3;18.4;54.13
5;18.4;52.67
5;18.4;51.95
2;18.39;57.95
2;18.39;57.95
1;18.39;56.09
4;18.39;55.87
3;18.39;54.31
8;18.39;53.06
2;18.39;50.27
7;18.39;50.17
2;18.38;58.27
1;18.38;56.56
1;18.38;55.85
2;18.38;55.53
1;18.38;54.91
8;18.38;54.6
3;18.38;54.28
2;18.38;52.86
5;18.37;69.85
6;18.37;69.04
1;18.37;67.56
1;18.37;66.35
1;18.37;64.83
4;18.37;64.25
2;18.37;63.18
2;18.37;62.45
2;18.37;62.13
8;18.37;61.8
3;18.37;60.03
1;18.37;59.52
6;18.37;58.98
6;18.37;58.98
5;18.37;57.32
7;18.37;55.82
5;18.37;55.69
1;18.37;53.36
7;18.36;58.3
2;18.36;58.18
1;18.36;55.14
1;18.36;54.93
2;18.36;52.89
2;18.36;52.86
7;18.36;52.21
2;18.36;51.35
1;18.35;60.27
1;18.35;57.65
2;18.35;53.59
2;18.35;52
1;18.35;51.43
1;18.35;51.43
1;18.34;58.57
4;18.34;56.68
4;18.34;56.68
4;18.34;54.71
7;18.34;54.7
2;18.34;53.59
1;18.34;52.71
8;18.34;50.92
2;18.33;68.07
1;18.33;67.06
4;18.33;66.19
5;18.33;66.15
8;18.33;65.62
2;18.33;65.37
2;18.33;64.45
4;18.33;62.14
6;18.33;62.01
1;18.33;61.98
5;18.33;61.89
5;18.33;61.89
4;18.33;59.53
4;18.33;59.37
2;18.33;58.39
1;18.33;58.03
3;18.33;53.71
7;18.33;52.67
3;18.33;52.41
6;18.32;57.3
1;18.32;55.09
2;18.32;53.48
5;18.32;53.43
2;18.32;52.2
2;18.32;52.2
1;18.31;61.24
1;18.31;58.71
1;18.31;57.73
4;18.31;57.72
3;18.31;57.4
3;18.31;56.71
2;18.31;54.32
2;18.31;53.13
6;18.31;52.03
1;18.31;51.72
1;18.31;50.87
2;18.3;68.94
6;18.3;66.93
7;18.3;65.55
1;18.3;65.51
2;18.3;65.38
2;18.3;65.38
6;18.3;64.91
4;18.3;64.36
5;18.3;63.75
1;18.3;63.42
6;18.3;63.26
3;18.3;63.23
1;18.3;63
1;18.3;63
5;18.3;61.44
6;18.3;61.31
3;18.3;60.84
2;18.3;60.8
6;18.3;60.52
3;18.3;58.69
2;18.3;58.23
2;18.3;58.12
1;18.3;57.67
6;18.3;57.32
1;18.3;57.08
2;18.3;56.82
1;18.3;55.87
2;18.3;54.19
3;18.3;52.74
1;18.3;52.48
1;18.29;57.7
1;18.29;57.7
2;18.29;55.96
1;18.29;53.44
2;18.28;54.3
6;18.27;69.98
2;18.27;69.68
2;18.27;69.68
1;18.27;68.83
1;18.27;68.83
2;18.27;68.6
2;18.27;68.6
2;18.27;67.08
3;18.27;66.85
1;18.27;66.44
2;18.27;65.91
1;18.27;65.54
8;18.27;65.28
8;18.27;65.28
2;18.27;65.24
2;18.27;65.22
2;18.27;64.92
6;18.27;64.64
5;18.27;64.52
5;18.27;64.52
2;18.27;64.44
2;18.27;64.24
2;18.27;64.24
2;18.27;62.63
8;18.27;61.65
1;18.27;60.87
5;18.27;58.76
5;18.27;58.76
4;18.27;57.2
2;18.27;53.87
1;18.27;53.25
4;18.27;53.15
1;18.27;53.03
4;18.26;57.22
2;18.26;55.66
2;18.26;55.66
2;18.26;55.3
2;18.26;55.3
1;18.26;53.81
2;18.26;53.73
5;18.26;51.99
1;18.25;60.25
3;18.25;55.66
2;18.25;55.46
2;18.25;55.46
6;18.25;54.4
6;18.25;54.4
1;18.25;53.47
1;18.25;53.46
1;18.25;52.19
6;18.25;51.46
2;18.24;58.33
2;18.24;55.03
2;18.24;54.79
1;18.24;53.18
1;18.24;51.78
3;18.23;68.94
2;18.23;68.52
2;18.23;68.52
1;18.23;66.2
6;18.23;66.18
2;18.23;65.89
1;18.23;65.65
2;18.23;65.47
2;18.23;65.47
1;18.23;65.46
1;18.23;65.46
2;18.23;64.58
1;18.23;64.52
4;18.23;63.78
4;18.23;63.78
2;18.23;63.4
1;18.23;63.18
1;18.23;63.18
3;18.23;62.92
5;18.23;61.67
4;18.23;61.6
4;18.23;61.01
1;18.23;60.74
2;18.23;60.69
2;18.23;60.69
5;18.23;60.28
2;18.23;60.18
3;18.23;59.22
3;18.23;59.01
4;18.23;58.56
1;18.23;57.94
1;18.23;57.16
2;18.23;54.94
2;18.23;54.94
6;18.23;54.01
2;18.23;53.44
1;18.23;53.37
3;18.22;62.31
2;18.22;51.56
4;18.21;59.6
1;18.21;58.71
1;18.21;57.11
2;18.21;56.59
1;18.21;52.24
2;18.2;69.92
2;18.2;69.92
7;18.2;69
7;18.2;69
8;18.2;67.89
4;18.2;67.5
8;18.2;66.99
2;18.2;66.64
8;18.2;66.11
8;18.2;66.11
2;18.2;65.74
2;18.2;65.33
2;18.2;65.33
1;18.2;65.24
1;18.2;65.14
2;18.2;64.79
2;18.2;64.79
4;18.2;64.53
2;18.2;64.24
1;18.2;63.91
6;18.2;63.82
2;18.2;63.6
1;18.2;63.13
3;18.2;62.98
1;18.2;62.96
2;18.2;62.86
2;18.2;62.82
4;18.2;62.45
5;18.2;62.22
1;18.2;62.12
2;18.2;61.83
5;18.2;60.88
4;18.2;60.71
4;18.2;60.61
4;18.2;60.61
1;18.2;60.52
1;18.2;60.36
10;18.2;59.81
2;18.2;58.67
2;18.2;56.8
5;18.2;56.59
7;18.2;56.46
1;18.2;55.89
2;18.2;54.4
2;18.2;51.08
2;18.2;50.83
2;18.19;60.01
5;18.19;55.34
8;18.19;51.28
4;18.17;69.39
1;18.17;67.88
3;18.17;67.78
2;18.17;67.75
2;18.17;67.75
2;18.17;67.33
3;18.17;66.95
4;18.17;66.08
3;18.17;65.9
7;18.17;65.85
3;18.17;65.64
8;18.17;64.75
7;18.17;64.31
2;18.17;63.79
2;18.17;63.49
2;18.17;63.49
5;18.17;63.29
4;18.17;62.79
2;18.17;61.74
1;18.17;61.11
6;18.17;60.57
2;18.17;59.89
2;18.17;59.89
2;18.17;59.89
3;18.17;59.59
9;18.17;58.6
1;18.17;57.87
3;18.17;56.9
2;18.17;54.47
2;18.17;54.47
4;18.17;53.33
2;18.17;51.75
1;18.17;51.45
7;18.17;51.09
2;18.16;55.81
2;18.16;55.81
2;18.16;55.81
1;18.16;55.63
8;18.16;55.25
1;18.16;54.62
1;18.16;54.62
1;18.16;54.57
2;18.16;53.24
1;18.16;53.23
2;18.16;52.13
2;18.16;51.91
2;18.16;51.91
2;18.16;50.62
2;18.15;62.27
2;18.15;62.27
7;18.15;60.59
4;18.15;60.03
1;18.15;57.41
1;18.15;54.82
1;18.15;54.82
2;18.14;58.51
2;18.14;58.51
3;18.14;57.49
2;18.14;56.13
3;18.14;55.81
3;18.14;54.95
5;18.14;53.73
1;18.14;53.62
3;18.14;53.36
1;18.14;52.64
1;18.14;52.5
2;18.14;51.04
2;18.14;50.76
2;18.14;50.63
4;18.13;69.62
2;18.13;69.03
3;18.13;66.79
1;18.13;66.58
2;18.13;65.31
4;18.13;64.94
2;18.13;64.52
1;18.13;64.31
1;18.13;63.38
5;18.13;62.43
1;18.13;61.93
1;18.13;61.93
2;18.13;61.74
6;18.13;61.27
5;18.13;59.7
4;18.13;59.27
1;18.13;58.94
7;18.13;57.9
3;18.13;57.54
5;18.13;56.86
9;18.13;56.8
3;18.13;56.47
1;18.13;55.99
3;18.13;54.37
1;18.12;56.69
5;18.12;51.35
1;18.11;57.18
6;18.11;55.15
10;18.11;55.13
3;18.11;55.02
3;18.11;54.88
1;18.11;54.85
1;18.11;54.72
1;18.11;54.72
1;18.11;54.27
1;18.11;51.96
1;18.11;50.31
1;18.1;69.83
5;18.1;69.12
2;18.1;68.49
1;18.1;67.7
1;18.1;67.7
2;18.1;67.66
2;18.1;66.37
4;18.1;65.99
2;18.1;65.87
1;18.1;65.7
5;18.1;65.13
5;18.1;65.13
5;18.1;65.13
9;18.1;64.42
1;18.1;63.66
2;18.1;63.49
2;18.1;63.49
1;18.1;63.23
1;18.1;63.03
1;18.1;62.77
2;18.1;62.66
2;18.1;62.66
2;18.1;61.91
2;18.1;61.81
3;18.1;61.48
2;18.1;61.15
1;18.1;60.46
2;18.1;59.92
1;18.1;59.89
3;18.1;59.29
4;18.1;58.95
2;18.1;58.61
2;18.1;58.61
2;18.1;58.61
2;18.1;58.61
5;18.1;56.9
1;18.1;56.81
1;18.1;56.74
1;18.1;56.21
8;18.1;56.01
1;18.1;55.14
4;18.1;54.33
1;18.1;53.51
3;18.1;52.65
3;18.1;51.85
3;18.1;51
2;18.1;50.74
1;18.09;63.23
1;18.09;60.02
2;18.09;59.15
1;18.09;58.52
2;18.09;55.35
1;18.09;52.11
1;18.09;50.67
2;18.09;50.64
1;18.08;58
3;18.08;55.43
1;18.08;52.55
2;18.08;50.91
2;18.08;50.74
3;18.07;69.79
5;18.07;69.48
8;18.07;67.51
2;18.07;66.15
1;18.07;65.65
2;18.07;65.45
3;18.07;64.5
6;18.07;64.13
1;18.07;63.74
5;18.07;63.64
1;18.07;63.22
1;18.07;60.77
3;18.07;60.58
2;18.07;60.19
3;18.07;59.91
5;18.07;59.74
1;18.07;59.36
4;18.07;58.84
2;18.07;57.96
6;18.07;57.44
6;18.07;57.23
6;18.07;57.23
2;18.07;55.67
2;18.07;52.77
2;18.07;52.77
2;18.07;52.77
2;18.07;51.46
2;18.06;57.86
2;18.06;57.86
1;18.06;54.14
4;18.06;53.74
2;18.06;52.73
1;18.05;56.59
2;18.05;51.61
8;18.05;50.93
2;18.04;58.25
2;18.04;55.21
1;18.04;53.07
1;18.04;51.84
2;18.04;51
4;18.03;67.6
2;18.03;65.32
2;18.03;65.32
1;18.03;65.1
8;18.03;64.68
8;18.03;64.68
1;18.03;63.83
2;18.03;63.73
1;18.03;63.43
6;18.03;60.88
1;18.03;60.37
1;18.03;59.98
4;18.03;59.09
4;18.03;57.98
2;18.03;57.55
2;18.03;57.55
1;18.03;57.23
2;18.03;57.21
3;18.03;56
1;18.03;54.74
2;18.02;64.72
2;18.02;57.49
1;18.02;55.04
2;18.02;54.46
1;18.02;51.17
2;18.02;50.83
3;18.02;50.55
1;18.01;62.6
1;18.01;56.74
1;18.01;54.76
2;18.01;54.11
2;18.01;52.84
4;18.01;50.75
4;18;67.1
1;18;65.54
2;18;65.1
2;18;64.78
2;18;64.78
5;18;62.92
4;18;62.71
5;18;62.48
2;18;62.31
1;18;61.02
2;18;60.95
2;18;60.87
2;18;60.26
2;18;59.9
4;18;59.56
1;18;59.46
1;18;59.45
2;18;58.87
2;18;58.43
2;18;57.89
2;18;57.66
2;18;57.38
2;18;57.38
2;18;57.38
1;18;57.28
6;18;56.92
6;18;56.92
2;18;56.35
2;18;56.35
2;18;56.18
4;18;55.99
3;18;54.53
6;18;53.57
2;18;52.22
2;18;51.67
5;18;50.14
2;17.99;56.81
1;17.99;56.77
1;17.99;56.77
2;17.99;54.52
2;17.99;51.13
7;17.99;50.64
1;17.98;59.93
1;17.98;59.93
2;17.98;55.13
1;17.98;54.96
3;17.98;50.08
1;17.97;67.78
2;17.97;66.26
2;17.97;66.26
2;17.97;65.35
2;17.97;65.35
1;17.97;64.55
1;17.97;64.12
2;17.97;63.47
5;17.97;63.44
1;17.97;63.4
1;17.97;63.07
3;17.97;62.89
4;17.97;62.42
5;17.97;62.29
6;17.97;61.65
2;17.97;61.22
2;17.97;61.07
3;17.97;60.66
3;17.97;60.6
2;17.97;60.57
2;17.97;60.26
1;17.97;59.32
5;17.97;58.64
3;17.97;58.52
2;17.97;57.98
8;17.97;57.96
7;17.97;57.55
1;17.97;57.32
1;17.97;57.32
3;17.97;56.52
5;17.97;56.41
5;17.97;56.35
4;17.97;55.78
3;17.97;55.3
1;17.97;54.83
4;17.97;54.35
1;17.97;52
1;17.97;51.79
7;17.97;50.82
5;17.96;60.42
2;17.96;58.39
2;17.96;53.39
5;17.96;52.18
1;17.95;64.15
6;17.95;62.05
2;17.95;56.07
2;17.95;55.68
2;17.95;55.68
1;17.95;55.17
2;17.95;52.01
1;17.94;57.45
1;17.94;55.52
4;17.94;52.92
3;17.94;52.52
1;17.94;52.12
1;17.94;51.44
2;17.94;50.24
4;17.93;67.02
1;17.93;66.94
1;17.93;66.74
2;17.93;66.46
5;17.93;66.19
4;17.93;66.03
7;17.93;65.64
1;17.93;64.63
3;17.93;64.17
2;17.93;63.52
5;17.93;63.26
5;17.93;63.26
2;17.93;62.57
6;17.93;61.81
2;17.93;61.61
8;17.93;61.49
4;17.93;61.09
2;17.93;60.97
2;17.93;60.97
1;17.93;59.68
6;17.93;59.61
2;17.93;59.04
5;17.93;58.95
4;17.93;58.29
4;17.93;58.29
4;17.93;58.29
2;17.93;57.78
2;17.93;57.63
1;17.93;57.6
1;17.93;57.3
6;17.93;56.86
5;17.93;55.72
1;17.93;55.7
5;17.93;51.04
2;17.93;50.49
2;17.92;61.06
2;17.92;55.78
2;17.92;55.78
2;17.92;53.89
2;17.92;50.28
1;17.91;57.85
1;17.91;56.87
2;17.91;54.33
1;17.91;52.24
1;17.91;50.82
3;17.9;69.45
1;17.9;68.08
1;17.9;66.5
3;17.9;66.09
1;17.9;65.89
3;17.9;65.79
3;17.9;65.79
4;17.9;65.75
1;17.9;65.33
6;17.9;65.1
1;17.9;64.73
1;17.9;64.58
3;17.9;64.5
2;17.9;63.66
4;17.9;62.23
1;17.9;61.83
1;17.9;61.83
6;17.9;59.83
5;17.9;59.56
2;17.9;59.37
1;17.9;57.8
2;17.9;56.42
2;17.9;56.42
2;17.9;56.42
2;17.9;56.41
2;17.9;56.41
3;17.9;56.13
2;17.9;55.38
1;17.9;53.57
1;17.9;53.57
2;17.9;50.95
1;17.89;58.65
3;17.89;58.42
1;17.89;57.16
1;17.89;54.61
1;17.89;53.37
1;17.89;51.58
1;17.89;51.01
1;17.88;54.77
1;17.88;54.14
7;17.88;53.81
2;17.88;52.99
2;17.88;52.29
2;17.88;52.29
2;17.88;52.29
1;17.87;69.97
1;17.87;67.3
3;17.87;66.98
3;17.87;66.98
2;17.87;66.35
3;17.87;66.13
4;17.87;66.1
2;17.87;65.48
1;17.87;65.17
5;17.87;63.66
4;17.87;63.47
2;17.87;63.02
2;17.87;62.54
4;17.87;62.15
1;17.87;61.89
6;17.87;61.75
2;17.87;61.74
1;17.87;61.6
2;17.87;61.59
4;17.87;61.07
4;17.87;61.07
1;17.87;60.45
7;17.87;60.16
2;17.87;59.98
2;17.87;59.98
2;17.87;59.92
2;17.87;59.49
2;17.87;59.49
1;17.87;58.89
6;17.87;58.04
5;17.87;58.01
2;17.87;57.79
3;17.87;57.31
5;17.87;55.81
8;17.87;55.34
8;17.87;55.34
7;17.87;54.81
2;17.87;53.34
5;17.87;53.24
1;17.86;59.08
2;17.86;57.31
1;17.86;56
2;17.86;55.46
1;17.86;55.1
4;17.85;65.16
2;17.85;58.69
3;17.85;50.58
1;17.84;56.61
2;17.84;53.57
2;17.84;50.83
2;17.83;69.39
1;17.83;69
1;17.83;68.51
4;17.83;67.87
4;17.83;66.7
2;17.83;65.97
2;17.83;65.47
3;17.83;65.1
4;17.83;64.99
2;17.83;64.56
1;17.83;64.5
1;17.83;64.05
4;17.83;63.47
4;17.83;63.47
6;17.83;62.53
2;17.83;61.03
2;17.83;61.03
1;17.83;60.75
1;17.83;60.75
2;17.83;58.23
6;17.83;57.9
2;17.83;57.84
2;17.83;57.54
2;17.83;56.65
3;17.83;55.19
2;17.83;54.83
4;17.83;54.19
1;17.83;53.64
1;17.83;53.13
1;17.83;50.6
1;17.83;50.6
4;17.82;61.55
2;17.82;58.2
6;17.82;56.5
1;17.82;55.48
1;17.82;55.1
1;17.82;52.79
2;17.82;52.43
2;17.82;52.32
1;17.82;51.71
1;17.82;50.13
2;17.81;50.87
2;17.8;69.92
2;17.8;67.41
1;17.8;66.75
1;17.8;66.69
1;17.8;66.69
1;17.8;66.69
8;17.8;66.42
1;17.8;65.87
5;17.8;65.74
4;17.8;65.61
2;17.8;65.41
2;17.8;65.09
2;17.8;64.79
1;17.8;63.78
1;17.8;63.07
3;17.8;61.68
2;17.8;61.22
4;17.8;60.58
1;17.8;60.53
3;17.8;60.05
2;17.8;59.88
6;17.8;58.65
1;17.8;57.26
4;17.8;56.92
3;17.8;56.52
1;17.8;56.51
2;17.8;56.26
1;17.8;55.06
5;17.8;54.53
1;17.8;54.51
3;17.8;53.44
1;17.79;60.67
1;17.79;57.38
1;17.79;56.88
2;17.79;56.21
2;17.79;56.21
1;17.79;55.64
4;17.79;55.49
2;17.79;55.42
1;17.79;55.22
1;17.79;53.62
3;17.79;53.5
2;17.79;52.54
2;17.79;50.66
1;17.79;50.55
1;17.79;50.55
2;17.78;54.97
1;17.78;54.76
1;17.78;54.66
1;17.78;53.63
4;17.78;53.33
1;17.78;53.32
1;17.78;51.92
6;17.77;69.58
4;17.77;69.16
4;17.77;69.11
2;17.77;67.79
2;17.77;67.33
4;17.77;66.18
2;17.77;65.8
2;17.77;64.68
3;17.77;63.17
2;17.77;63.08
5;17.77;62.75
5;17.77;62.46
5;17.77;62.46
1;17.77;61.88
1;17.77;61.88
1;17.77;61.88
